01-sr-group,141,0,83,255
02-sr-group,141,0,83,255
03-sl-group,255,0,151,255
05-front-group,255,0,155,255
06-front-group,255,0,155,255
07-front-group,255,0,155,255
08-front-group,255,0,155,255
09-front-group,1,0,65,255
10-front-group,1,0,65,255
11-front-group,1,0,65,255
12-front-group,1,0,65,255
13-front-group,1,0,65,255
14-front-group,255,0,155,255
15-front-group,255,0,155,255
16-front-group,255,0,155,255
