01-sr-group,0,191,20,255
02-sr-group,0,191,20,255
03-sl-group,125,0,171,255
05-front-group,184,0,255,255
06-front-group,184,0,255,255
07-front-group,0,23,255,255
08-front-group,0,255,44,255
09-front-group,0,23,255,255
10-front-group,0,255,44,255
11-front-group,0,23,255,255
12-front-group,0,255,44,255
13-front-group,0,255,44,255
14-front-group,170,0,135,255
15-front-group,146,0,184,255
16-front-group,146,0,184,255
