01-sr-group,0,152,156,255
02-sr-group,0,152,156,255
03-sl-group,172,0,102,255
05-front-group,62,0,34,255
06-front-group,62,0,34,255
07-front-group,237,144,0,255
08-front-group,237,144,0,255
09-front-group,0,0,0,255
10-front-group,0,0,0,255
11-front-group,0,0,0,255
12-front-group,0,0,0,255
13-front-group,0,0,0,255
14-front-group,255,144,0,255
15-front-group,0,0,0,255
16-front-group,0,152,156,255
